V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V67 V68 V69 V70 V71 V72 V73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 V88 V89 V90 V91 V92 V93 V94 V95 V96 V97 V98 V99 V100
310 -0.110064763 -0.129667203 0.52606888 0.08807009 -0.16759032 -0.048600752 -0.053875041 -0.050886715 -0.053011413 0.113943539 0.089581344 -0.070422228 0.014498449 -0.002643758 0.000308005 -0.003651926 -0.006377293 0.004749924 0.010795785 0.004890718 0.009057834 -0.005842261 -0.009351622 -0.004845518 -0.001720125 0.01333586 0.018318682 -0.01891143 0.001151673 0.002365009 0.005597023 0.010750252 -0.008273465 0.007740516 -0.013557163 -0.000949176 0.000533525 0.003601899 -0.012400602 0.009462167 -0.013289453 0.001441699 0.002974259 -0.00834857 -0.001871711 -0.005363097 0.010292632 0.016373555 -0.013719346 -0.002608499 0.002069604 0.000522211 -0.006836046 0.007098213 -0.003029476 0.001234116 0.001796195 -0.008332223 -0.020036203 -0.007817715 -0.001415295 0.005634825 0.032566209 0.017491189 -0.014679491 -0.011006742 -0.009386497 -0.005080137 -0.024214353 0.011437456 -0.005044988 0.010108041 0.004823812 0.012725739 0.010524385 -0.012140699 -0.001450047 -0.00814969 0.012004182 -0.002490409 -0.003509919 0.000734748 -0.020243087 0.018375562 0.040263164 -0.016014328 0.016278043 -0.001420931 0.016094014 -0.001309396 -0.005720874 0.017742408 -0.016155323 -0.014548856 0.009215159 0.022462992 0.020325128 -0.012918927 -0.002612298 -0.00890325
311 -0.069891369 -0.094177772 0.499057137 0.056807898 -0.176293962 -0.012687659 -0.030445766 -0.055521859 -0.036042517 0.107468769 0.13118795 -0.073203624 0.025658949 0.003255126 -0.019948543 0.006848679 -0.009695392 -0.004253667 0.004864934 0.001079766 -0.006180268 0.008459194 -0.000218229 -0.007947544 -0.005637641 -0.004358837 0.00414646 -0.016386149 0.005930654 -0.009193736 -0.005457093 -0.012591368 0.007771352 -0.006078899 0.001550719 -0.012220483 0.006193096 0.004333735 0.007385037 0.00134746 0.008007577 0.002031008 -0.005420702 0.003101881 0.002306578 -0.016344571 0.019582894 -0.011072756 -0.000119256 0.005062113 0.003938468 0.008638777 -0.009577929 -0.006431036 -0.013789079 -0.010548202 0.009387053 0.010902924 -0.001959014 -0.011452996 -0.002432824 -0.006940245 -0.001801106 0.003384896 0.001055792 0.026172259 0.008450328 -0.007567115 0.012285648 0.008030354 0.00074587 -0.008551643 0.008460275 0.006147255 -6.9765e-05 0.010450496 -0.015035458 0.004394404 0.003728862 -0.011928435 0.005269396 0.009731809 0.014828388 -0.002967235 -0.005178663 -0.008800972 -0.004839522 0.002887865 -0.018079123 -0.022075827 0.015805069 -0.006506693 -0.000282802 -0.01802755 0.000546216 0.020600241 0.005756514 -0.0015872 -0.008592645 -0.004087817
312 -0.090967128 -0.100660614 0.506957555 0.078523385 -0.157395943 -0.037700755 -0.047536024 -0.059429417 -0.054271665 0.118503936 0.103111275 -0.06554413 0.021431222 0.003488676 0.003213737 0.006662776 -0.007405811 0.001077025 0.003225111 0.001227334 0.003795258 -9.7573e-05 0.006169241 -0.004110414 0.000505805 0.00139874 0.00599707 -0.017785687 -0.002975041 -0.010685412 -0.006338605 0.004075061 -0.00450854 0.008550719 0.005570608 0.000166504 0.006190516 -0.006121407 -0.012190954 0.009612839 0.003618822 -0.003392821 -0.009193011 -0.013864042 0.012529062 0.006228917 -0.007452071 -0.011470802 -0.000493541 0.014348608 -0.004382636 0.006375659 -0.002311601 0.015875979 -0.005246488 -0.000139434 -0.003322624 0.009136773 -0.025038225 -0.018804265 0.009032734 -0.019557556 0.021156527 0.018745112 -0.001688 -0.002313848 0.008931586 -0.010208496 -0.012463183 0.009590206 0.006950917 0.015098142 -0.002840267 0.013452569 -0.011469952 -0.005958479 0.002070874 -0.002423425 0.008572464 -0.012821295 -0.010108954 0.00795997 -0.017029064 0.023603474 0.011478544 -0.015851414 0.002905017 0.029403065 -0.004873095 -0.007652818 -0.00081562 0.014984862 -0.005674469 -0.004236875 0.005287975 -0.017628645 -0.025337914 0.013244351 -0.013173782 0.0168485
313 -0.085066996 -0.09696823 0.49552652 0.078606602 -0.156231978 -0.029040818 -0.040260143 -0.067512984 -0.051712086 0.120608379 0.113792367 -0.074738674 0.024004726 -0.000642973 0.009606958 -0.000454777 0.005262128 0.010117422 -4.5363e-05 -0.019349591 0.005624773 0.005373362 -0.008476159 0.004769458 -0.001418689 0.000849662 0.00391238 -0.012576077 -0.009571787 -0.000470293 0.003683273 0.006897203 0.010474969 -0.011860883 -0.002302117 -0.011817221 0.000650928 0.004530933 0.012464704 0.00440941 -0.010383952 0.015675149 -0.000102385 -0.016667186 -0.021571525 -0.016118192 0.01678868 0.010944236 -0.002840746 -0.00454115 0.0050255 0.012791311 -0.004506871 -0.008294969 0.002706922 -0.012834527 0.012244795 -0.015832994 -0.004989908 0.002828311 -0.015465063 0.014606023 -0.006621105 -0.005360273 0.00315727 -0.011240274 -0.026185297 0.022461032 0.014092512 0.01217139 -0.026547685 0.000522064 0.023550298 0.00104168 0.022720505 0.008351884 -0.022844972 0.000815579 0.005189192 0.009897637 0.002549362 -0.012497049 0.014970823 -0.007849364 0.016200208 0.006158574 -0.001237223 0.005003065 0.016326197 -0.002817155 -0.011819668 -0.001814016 -0.000651385 0.001725112 -0.000193864 0.014254216 0.016938751 -0.017425932 -0.000188906 -0.007835106
314 -0.090604246 -0.111709417 0.498210568 0.070305856 -0.173700179 -0.023710031 -0.034143613 -0.057233543 -0.038065151 0.105579863 0.118148199 -0.079940928 0.029195444 0.013214091 -0.016511375 -0.011397567 0.001575726 -0.01278262 0.017080147 0.005136999 0.013939919 -8.5296e-05 0.003273511 -0.020197463 0.01350185 0.013907577 0.024192477 -0.002142113 0.008978785 0.004746335 -0.003362727 0.011434899 -0.016153906 -0.002521154 0.00119886 2.3952e-05 -0.008837824 -0.009012325 -0.004147623 -9.2602e-05 0.001219576 -0.009968342 -0.006997218 0.012011765 0.003932187 0.023361492 0.000979866 -0.0134018 0.016086317 -0.003552521 0.024196334 0.002223366 -0.016577678 0.008911158 -0.003350751 0.003930665 0.00921804 -0.005779484 0.004757263 0.016575355 -0.00207272 0.010037392 -0.017491905 -0.013803226 0.01354162 -0.010876242 -0.006461097 -0.010476906 0.00565189 -0.007493317 0.025053377 -0.017173051 0.031210831 -0.00835928 0.012936023 -0.001496992 0.00805212 -0.004674271 -0.010802982 0.037371311 -0.013369621 0.010108553 0.011375538 -0.008313064 -0.011771318 0.015710522 0.016899171 -0.05012126 0.019573939 0.019025347 0.025129995 -0.024238139 -0.009112726 0.010768558 -0.017795543 -0.003738191 -0.020637934 0.010237531 0.01023808 -0.023194812
315 -0.089222591 -0.103500323 0.501397327 0.068234215 -0.171714426 -0.021941219 -0.038179996 -0.05641427 -0.037470975 0.109345617 0.117006907 -0.075952484 0.032782971 -0.004134005 -0.018763036 -0.000191327 0.003639925 -0.005813678 0.009811441 -0.01242233 -0.000644487 0.015704886 0.001793003 -0.009677581 0.009486596 -0.00701479 -0.000202289 -0.03162515 0.00851059 -0.019525521 -0.011097795 -0.023320264 -0.001983908 -0.018348246 0.027863087 -0.011028815 0.002295636 0.009601905 0.003266111 0.001687887 -0.01213325 -0.0105914 0.000570375 -0.005142272 0.00592096 -0.020787176 0.001537886 -0.013432026 0.013021218 0.009005024 0.002419076 0.001783527 0.011200743 0.020677952 0.004907066 -0.020655266 -0.001586866 0.023951122 -0.014429365 0.00353927 -0.012975497 -0.001820219 0.040312647 0.005146592 -0.014360805 -0.01366756 0.023774753 0.003308546 0.009934973 0.014143209 -0.014628473 -0.014758825 0.013966934 0.008595041 -0.006265651 0.011620271 -0.007882561 -0.010035914 -0.005387196 0.002426103 0.005642618 0.013424532 0.015557402 0.010890552 0.007251824 -0.024774571 -0.006171233 0.009662855 -0.015388859 -0.005140499 -0.001728064 -0.00688294 -0.018872951 0.00060325 -0.009640971 0.011951204 0.009861828 -0.018989042 -0.02955258 0.015835512
316 -0.091483514 -0.111064423 0.512501628 0.077328534 -0.1678917 -0.047467138 -0.047966866 -0.054887175 -0.059105812 0.123444575 0.100345372 -0.070067805 0.020960156 -0.003519248 -0.002921388 -0.012164498 0.007210573 0.000116229 0.001890961 0.000769372 0.003049194 -0.008231988 -0.001842066 -0.004464182 0.018013589 0.013410582 -0.004549951 -0.00146665 -0.009453568 0.004903276 -0.00906843 0.000912535 -0.008140954 -0.006407161 0.002084651 0.011362762 -0.005551568 -0.001006965 -0.003994274 -0.003202419 0.000749883 -0.00179358 0.002915594 -0.014331587 -0.006175067 0.000837673 -0.011655923 -0.006294979 0.003462931 -0.00150788 -0.007456746 -0.002751634 0.006767076 0.006503236 0.021742238 0.007254966 -0.001950293 -0.010769693 -0.003172425 0.007947322 0.002011605 0.00177894 -0.005105752 0.01308323 0.00391106 -0.020301873 0.008551131 0.005186034 0.006680025 0.005553412 -0.020427351 0.003315838 -0.011001195 -0.004688813 0.007122414 0.01593097 0.01838465 -0.021484129 -0.003460668 0.015459636 -0.001179991 -0.002798628 -0.010870846 0.005437084 0.01787423 0.019800173 -0.032361695 0.016209359 0.000395465 -0.015202482 -0.012900758 -0.006641657 0.002434453 0.028489838 -0.016645043 0.006911872 0.013254162 -0.017762334 0.005967382 -0.009242538
317 -0.089854819 -0.108180123 0.505505614 0.069178788 -0.173509438 -0.028981545 -0.03984396 -0.056439334 -0.043684447 0.112565758 0.113246173 -0.075448088 0.028243198 0.011377528 -0.027564793 -0.001550452 -0.003143474 -0.017799676 0.008118872 0.004178383 0.003289579 0.006328189 -0.007235057 -0.007332382 -0.010592145 0.000688888 0.00155689 -0.023201563 0.003226674 -0.002676196 0.00403798 -0.011347075 0.004956829 -0.000844833 -0.00061913 -0.004694861 0.010409804 0.005725195 0.001760865 0.011855708 0.000988024 -0.010653933 -0.005284535 0.010161879 0.024870608 -0.014792617 0.032021433 -0.010317821 -0.009489291 0.015725573 0.007127685 -0.002681266 -0.020276607 0.007633703 -0.025064726 -0.002637304 0.018334638 0.018841326 -0.001390028 0.004181033 0.011849206 -0.011286701 0.031299179 0.016137834 -0.016379993 0.021589786 0.007218215 -0.01163547 -0.005923852 0.010015433 0.007070829 -0.020886445 0.013563149 0.020804395 -0.008102909 -0.017150752 0.005229603 0.01004114 -0.003675438 -0.025216129 0.016571614 0.002857993 0.00296411 -0.0051431 0.004482167 -0.016854866 0.021121174 0.003266768 -0.014522582 -0.001928383 0.005795403 0.004961574 0.001524943 -0.017327796 0.005400767 0.031027612 0.020081136 0.000717584 -0.009756804 -0.019607596
318 -0.103248284 -0.118579837 0.524501889 0.069692963 -0.17738356 -0.047485988 -0.05016212 -0.042803743 -0.049580927 0.113838861 0.092168091 -0.067007925 0.028145534 0.006499135 -0.011010853 0.003713263 -0.009257506 -0.004380536 0.014023899 0.018186603 0.003187092 -0.000484939 -0.003152583 -0.006961494 0.004473768 0.007348931 0.012462707 -0.005775526 0.007741768 -0.010629463 -0.003825533 0.003873142 -0.007761964 -0.00043128 -0.007877849 0.002671206 -0.007217708 -0.005947579 -0.000529439 -0.004980529 -0.014547212 -0.011258 0.001338756 0.010799882 0.023168051 0.007012702 -0.000534507 -0.006628341 0.006997634 0.001864036 0.029010251 -0.000665609 0.003274562 0.00332278 -0.002238118 0.006254582 0.016546561 0.007173766 0.008528477 0.006249703 0.002372279 0.005666467 0.018140951 -0.007695862 -0.011634706 -0.014721143 0.01709336 -0.010413052 -0.034513814 0.005979263 0.004126277 -0.018040593 0.011484339 0.002929086 -0.000551466 -0.002720181 -0.005958113 -0.002278524 -0.019759942 -0.018716364 0.016779263 0.003663658 -0.013809933 0.005332545 -0.010543264 0.002307886 0.004517361 -0.018447102 -0.010631726 0.005979749 0.000760813 0.000799732 -0.004227308 0.00338297 -0.010851578 -0.001260661 -0.012989505 -0.003504768 -0.004886678 0.00996018
319 -0.090811254 -0.109417944 0.515676147 0.076348217 -0.165534931 -0.021108682 -0.042607275 -0.057685335 -0.039198244 0.105184326 0.113611311 -0.072516615 0.015596842 -0.000345231 0.00646919 -0.00584454 -0.008928938 -0.001979357 -0.005325204 0.000726653 -0.001311775 -0.00104481 0.006699707 -0.008001851 -0.00105247 0.007616466 0.010712573 0.005531255 -0.001992847 -0.001145448 -0.001426863 -0.000750529 -0.001516536 0.003157667 0.001156245 0.000817352 -0.008906383 -0.007883823 -0.005393392 0.000710528 0.012518023 -0.006752 -0.009724251 0.005244416 -0.011626016 0.016446366 -0.003272076 -0.014883269 0.02068893 0.00051294 0.003864382 0.017220724 -0.008531651 -0.004644336 -0.014060483 0.00868407 0.005636758 0.004005928 -0.023138011 -0.010152045 0.000893219 -0.004694569 -0.009097388 0.005365279 0.005746708 0.015479009 0.029782716 -0.022423151 0.007955497 0.005462142 0.001577608 -0.007605832 -0.017022041 -0.005187885 -0.030620691 0.00219917 0.000425884 -0.015252882 0.015993445 -0.004245943 -0.004506231 0.024272094 0.011449272 0.00321975 -0.001593357 0.01669371 -0.008277251 -0.013204799 -0.014095332 -0.013415454 0.017455109 -0.004052706 0.014760786 -0.005279897 -0.022841149 0.01184703 -0.004337772 0.00584941 0.0039622 -0.009465432
320 -0.086467349 -0.104339783 0.500815379 0.074328153 -0.16328787 -0.032427811 -0.038999897 -0.059039327 -0.05009652 0.115899795 0.113085406 -0.075599461 0.016410459 -0.001287524 -0.00132365 0.004151419 -0.010710632 -0.004343557 0.00483773 0.013835934 0.00457128 -0.006072782 -0.011784732 0.007657238 -0.00435013 0.010644205 0.021582564 -0.013236172 -0.004548148 0.008250794 0.000941304 0.008289554 -0.015159839 0.009075071 -0.016749783 0.018102237 0.017023756 -0.001063286 0.000499326 0.000739873 -0.019714582 0.006550121 0.004700596 0.005212179 0.008761212 0.007143004 -0.006642214 -0.009295698 -0.007141882 0.001110171 0.000957146 0.008339488 -0.003390681 0.016481684 0.001221055 -0.012908176 0.02185418 -0.009174018 -0.011219321 0.018819288 -0.000739913 -0.00590019 0.029819141 0.007681624 -0.024162512 -0.012759306 -0.016609158 0.004800276 -0.00339387 0.012147867 0.008715913 -0.020829348 -0.003617807 0.006466052 -0.016309787 -0.018417032 -0.003614692 0.014722367 -0.000698748 -0.030160386 0.036282303 -0.017022428 -0.007879623 0.002231919 -0.004230391 -0.002766214 -0.001663385 0.023770143 0.00733782 0.013555031 -0.002407887 0.041394378 -0.010700722 -0.013357822 0.004416105 0.00892692 0.024989409 -0.007099338 -0.005138226 0.001695492
321 -0.106125051 -0.114775591 0.50493964 0.089234877 -0.159829929 -0.053084206 -0.052925703 -0.063348963 -0.063325256 0.130341422 0.092824165 -0.075898082 0.028028446 -0.006749197 0.002384653 -0.018128145 0.004383474 0.017963241 0.006546801 0.006678561 0.012742848 -0.014866813 -0.000894112 0.012549668 0.004126355 0.000771521 0.01457843 -0.017454365 -0.001555837 0.021191062 -0.002516831 0.007059038 0.0078502 0.005050384 -0.021546786 0.012021683 0.015271091 0.015362826 0.007151507 -0.019695311 -0.030596761 0.004977133 0.009772293 -0.000918172 -0.009782638 -0.01301763 -0.002030834 0.012586035 -0.014940783 -0.01224769 0.007047596 -0.011524068 0.007448506 -0.011148166 0.035716661 -0.01518297 0.029028878 -0.017985622 -0.000581045 0.026854993 -0.00378221 0.005988061 -0.006036495 -0.018507221 -0.010613107 -0.007005915 -0.046199808 0.018797616 -0.01287178 0.011992592 0.003268191 0.001354018 -0.014834992 0.003830348 0.021910422 -0.009251959 0.002162202 -0.005174678 0.011011244 0.016054102 0.015484238 -0.016002991 -0.012163867 -0.006695143 0.024373795 0.005795284 -0.011109432 0.009351465 0.008094075 0.020871818 -0.007472773 0.023376566 -0.008713888 0.019179994 -0.015782185 0.006779089 0.007686055 -0.003323623 0.023384274 -0.000751899
322 -0.069051277 -0.095869298 0.488361222 0.060922083 -0.175886684 -0.002508629 -0.023578404 -0.063077591 -0.02864708 0.102209215 0.147373521 -0.08530975 0.020783376 0.002079598 -0.014005377 -0.017224204 0.011524188 -0.019796667 0.007600127 -0.015897036 0.008541638 0.00627111 -0.027539622 -0.000898537 0.001991781 -0.012055481 0.009242905 0.013271852 -0.000721422 -0.005201486 0.00218669 -0.020806482 -0.029466243 -0.00393102 -8.31e-05 0.017607674 0.013756169 -0.016880933 0.00428704 0.004237119 0.01199358 0.010463377 -0.017906902 0.014217199 0.010815822 0.013802928 0.006907482 -0.015857262 -0.002554492 -0.005927942 0.001518491 -0.018467659 -0.009250016 0.016507817 -0.003449373 0.00290936 -0.001524666 -0.00864613 0.01555874 0.010800193 0.010940651 0.005464267 -0.000711376 -0.007339963 -0.000284378 0.004561397 -0.02641348 0.004596353 0.006780203 -0.002273704 -0.002250229 0.005326231 -0.001083427 0.003319288 0.01264462 -0.013965353 -0.00999202 0.001812467 -0.023467075 0.002222278 0.023594147 -0.00431948 -0.004739889 -0.020789153 -0.006757648 -0.004194801 0.008332744 -0.006674808 -0.012925384 0.009475932 -0.005393085 -0.0143742 -0.001451456 -0.002289971 0.015157784 0.004812561 -0.000904408 -0.010146496 -0.00221969 -0.009945055
323 -0.105552727 -0.113910221 0.516583743 0.079579164 -0.163354223 -0.044696671 -0.046667619 -0.05687139 -0.056857178 0.116082442 0.101438551 -0.069730169 0.022366077 0.005634985 -0.005736545 -0.017482925 -0.001506348 -0.000330244 0.007083187 0.002759733 0.011214825 0.000151072 -0.00987963 -0.001340351 0.00990896 0.006780244 0.006923083 -0.000712003 -0.004093816 0.010345421 -0.005179084 -0.00136154 -0.012357901 -0.001364943 -0.002643179 -0.007095028 0.000866286 -0.005613599 -0.003909394 -0.00169674 -0.006866939 0.022458852 -0.008978215 0.011523633 0.000603337 -0.013582161 0.017051622 -0.005539442 0.00491692 -0.010153502 0.021716609 0.000701568 -0.015015375 -0.013183405 0.00265891 0.003064654 0.012179924 0.012775709 -0.015560969 0.000210827 0.009475256 0.005357007 -0.020215111 -0.023363655 0.001751716 -0.022815859 0.002162704 0.001555163 0.002114834 0.015983905 -0.000620382 -0.026218296 0.015666059 -0.012689417 0.043828102 -0.003220257 -0.035744761 -0.001127753 0.011621408 0.00995059 0.012742409 0.003653974 0.004777879 -0.003384392 -0.007194278 -0.000760082 0.025127873 -0.031412114 0.012723221 0.012095796 0.01566376 -0.009453203 0.002028639 0.007876325 -0.023892784 0.006082882 0.024472094 -0.023467615 -0.00230628 -0.025087989
324 -0.101415683 -0.105022345 0.509586177 0.071385672 -0.166121962 -0.042647755 -0.046706995 -0.052931584 -0.052306237 0.119954785 0.101243809 -0.067029183 0.029068127 0.002001777 -0.002314216 -0.007786118 -0.004513435 -3.0372e-05 0.012806868 -0.0065744 0.004466003 -0.004962671 0.006297746 -0.013847452 0.000768531 0.013493247 0.012401601 0.004765281 -0.002971993 0.003301478 0.000138235 0.000185912 -0.012201172 0.008451612 0.001030183 0.015054029 0.005468953 -0.017218132 -0.016138509 -0.000370853 0.000726012 -0.016200029 -0.016138049 0.015349415 0.016345295 0.020389415 -0.009828124 -0.005230951 0.025541679 0.016718257 0.01692671 0.001632367 -0.002004696 0.008391995 -0.003917489 0.023021292 0.010886622 -0.007783065 0.006871766 0.001367469 0.013647684 -0.012732991 0.010597814 0.001265351 -0.012075367 -0.009808477 0.029964461 -0.009551647 0.008030243 -0.002243568 -0.004013531 0.001149961 0.014104857 -0.011299774 -0.010757267 0.005533173 0.001840232 -0.002914114 -0.01522208 -0.018534219 0.005788586 0.010206791 -0.012381799 -0.008857801 -0.004560816 -0.016355194 -0.01090093 -0.006341248 0.00849807 -0.000296081 -0.012049563 0.009976899 0.005437041 -0.036123397 0.007844973 -0.008578343 0.016353368 -0.000139481 -0.010098777 0.001263929
325 -0.074854926 -0.110865609 0.495360723 0.070888613 -0.17603853 -0.025455974 -0.031167129 -0.055939922 -0.04165205 0.108828817 0.11711535 -0.077201027 0.018632277 0.008088454 -0.004232894 -0.006437048 -0.01020485 -0.012914341 0.008167087 -0.016452887 0.010837433 0.009414275 -0.006949981 -0.013714445 -0.001662955 0.006911956 0.002926117 -0.005407131 0.000633518 0.00899154 -0.020817859 -0.000584106 -0.017603248 -0.000292176 0.003832656 0.006491904 -0.008166333 -0.016722327 -0.003129237 0.00200842 -0.011144551 0.006908621 -0.00213703 0.0158768 0.010447245 0.007261852 -0.000190258 -0.013587539 0.021794339 0.004468729 0.023435631 0.000666393 -0.026610281 -0.015747538 -0.016853493 0.014591151 0.030829872 0.006456813 0.017361927 -0.004055204 0.008848663 -0.022156286 -0.007202123 -0.002193099 -0.003218048 -0.010415326 0.016408232 -0.007657757 0.010075235 -0.006256672 0.003352071 -0.018695355 0.028626555 -0.011448521 0.00607863 0.003980964 -0.011389372 0.000422282 -0.018259068 -0.015797886 0.00743268 -0.00789925 0.005641292 -0.007819029 -0.008334289 -0.004843082 -0.001558129 -0.026500667 0.026727941 -0.001767433 -0.00538419 -0.000291373 0.007611761 -0.03204287 -0.009541422 0.002279868 0.00369283 -0.006384195 -0.019338343 0.003168516
326 -0.080735708 -0.106250776 0.503876391 0.074620153 -0.166584607 -0.027647419 -0.038503416 -0.056916744 -0.04584911 0.109745718 0.112749787 -0.072948108 0.017019057 -0.004220486 0.000840711 0.004349823 -0.001780652 -0.000670964 0.012565238 -0.002651785 -0.012892776 0.007401184 0.002949122 -0.004627928 -0.002706483 -0.002035231 -0.002161315 -0.022639172 0.00932139 0.002858931 -0.014856131 0.0008038 0.006049498 -0.009724214 4.675e-05 -0.01310122 0.002212046 -0.002002768 -0.000758005 -0.003167651 -0.013745794 -0.00334634 0.001769601 0.019102612 -0.001599083 -0.01267806 0.001900986 0.003170917 0.022328384 0.007893235 0.02528709 -0.012782607 -0.010618432 -0.019294892 0.008245873 0.018944652 0.032047348 0.009503308 0.018012103 -0.004020182 0.002609619 -0.006620984 -0.015386731 -0.013354095 0.003978757 -0.004430146 0.032912015 -0.020654615 0.004135244 0.0021733 0.00993626 -0.027295439 0.014681318 -0.017445452 -0.003620094 0.009955378 -0.022974342 -0.011864127 -0.006533687 0.001030525 -0.01074915 0.01261179 0.009050125 0.007721031 -0.011072668 0.002682696 -0.017164051 0.002776745 0.006857319 -0.028366577 0.001535487 -0.006260923 0.013687044 -0.002861008 -0.015328533 0.005158065 0.005906655 0.005456829 -0.009501237 -0.01652765
327 -0.087514146 -0.096596615 0.501034208 0.067479407 -0.165744906 -0.040297233 -0.038973215 -0.060939923 -0.056014659 0.126184881 0.11079746 -0.067431469 0.036929668 0.002040276 -0.015158926 0.003959073 0.00355898 0.005365994 0.000556085 0.001428564 -0.006317646 0.000652668 0.008843051 -0.012879454 0.009478466 0.00973278 0.006721507 -0.012858826 0.005805718 -0.0065819 -0.003854203 0.00156907 0.027670054 -0.002077939 -0.003420351 -0.002887663 0.000463537 -0.008845759 0.00819858 -0.005992068 0.012037129 -0.01865238 -0.011308788 -0.012047694 -0.005000637 0.002956569 0.010999516 -0.006363408 -0.003461456 0.016172568 0.009558034 0.011991896 0.008384266 0.01079447 -0.013026469 -0.00880154 0.011539888 0.001039657 0.002018302 0.023468457 -0.014923113 0.008555542 -0.003767294 -0.005400244 0.013674472 0.0213153 0.021000627 -0.006821929 0.001852546 0.002139354 0.003585425 -0.008423448 0.01813329 -4.8662e-05 0.013504963 0.020743345 0.013087521 -0.01042313 0.002111651 0.006966014 -0.01893735 0.01252357 0.021203347 0.003524497 -0.006657609 0.010963102 -0.005842958 -0.013722445 -0.015199019 -0.007453614 0.009519696 -0.016374572 0.011400097 0.005089109 -0.00505023 0.016662445 -0.008934609 0.021740428 0.005711433 -0.004720092
328 -0.10772061 -0.112650531 0.515701979 0.08090062 -0.161004216 -0.032308669 -0.048091718 -0.057713827 -0.045470286 0.108578392 0.102298368 -0.069369445 0.020288436 -0.002357937 -0.004807705 0.00379067 -0.011498448 -0.004578772 -0.004728594 -0.005194015 0.001866867 0.004252021 -0.004371607 -0.005601547 -0.00859194 0.009525148 0.009762354 -0.004768561 -0.002722185 -0.001437725 -0.009671796 0.005334711 -0.00014635 0.002890231 -0.009174126 0.009459957 0.010699832 -0.017927676 -0.003654928 -0.009782596 0.002229771 -0.013866171 0.002812762 0.00751548 0.007373115 0.003496043 -0.00457598 -0.006189517 0.007371049 0.017657255 0.005037434 0.004937607 -0.00076116 -0.009724597 -0.013316109 0.013403965 0.01509463 -0.007983347 0.014757385 -0.004741343 0.006649057 -0.015117746 -0.00042023 0.014766591 0.011136617 0.006728877 0.028048833 -0.020740671 -0.023916472 0.002289811 0.005448123 -0.018071619 -0.016055576 0.007330543 -0.026377542 -0.005146175 -0.011940857 -0.006804133 -0.003273579 -0.028600215 0.00222135 -0.009423141 -0.007223971 0.002543088 0.007243511 0.010260794 -0.008068072 0.016052368 -0.018763958 -0.011141641 -0.017713014 0.017538492 0.010273308 -5.78e-07 0.007497315 0.002113889 0.006437863 0.023118122 0.004501214 -0.00565778
329 -0.07353759 -0.102286934 0.481905506 0.063695079 -0.17826597 -1.8507e-05 -0.023887022 -0.06108838 -0.022795492 0.096297719 0.133840518 -0.083747514 0.029723612 0.008967254 -0.002158015 0.007198047 0.006063064 0.014600057 0.010540856 -0.006210813 0.008068067 -0.001356049 -0.014393434 0.001582936 -0.005908879 -0.01782387 0.00336707 -0.032752026 -0.000536162 -0.003217769 -0.027669488 -0.020499108 0.010899015 -0.005242141 0.015014311 -4.3795e-05 0.010468149 0.005306214 -0.001165159 -0.014844526 0.013101039 0.002338068 -0.009369628 -0.000382856 0.005607166 -0.013408974 -0.004218796 -0.016801433 -0.005018939 0.010329563 0.009810275 0.002844878 -0.00306044 -0.01127478 -0.009608134 0.00444799 0.016782433 0.018833023 0.010174857 -0.003126958 -0.003170743 -0.025187371 0.015997796 -0.007437175 0.007788411 0.008812065 0.00010279 -0.030348903 -0.028501925 0.026580916 0.016569318 -0.023472956 -0.005796889 -0.004725846 -0.018769295 -0.000777208 -0.008249801 -0.003010982 -0.001905949 -0.013284137 -0.000336114 0.015743156 -0.005200976 0.00059425 0.000853065 0.004322837 -0.033507128 0.024007199 -0.02901961 -0.020869737 0.029904349 0.002691646 0.004387255 0.022742923 -0.021257589 0.023593544 -0.023906073 0.00575901 -0.000873718 -0.001122448
