-0.259255946	0.546473563	-0.440239638	-0.537290573	-0.597801745	-0.079488665	1.007731080	-0.165693909	0.765024781	-1.864406586	1.537403345	-0.794732749	0.020160511	-0.582825780	1.064675212	-1.278371572	-0.895390570	-0.467783004	0.350389570	0.058050454	0.398847222	0.592882156	0.111923039	-0.763814807	-0.595012605	-0.129179835	0.372241020	-1.359538436	0.054318100	0.313593835
-1.579523802	-0.359845817	-0.121372253	-0.285931289	0.748249531	-0.032116473	-0.124373540	1.750638723	0.276525378	0.499225676	-0.647549450	-0.541029096	0.267070085	0.122126728	-0.772907615	0.595854163	0.971974254	-2.357086182	0.206582516	0.899680614	-0.539718807	0.142632768	0.145594478	-1.610383749	0.318905294	-1.032422781	0.225617573	0.779279530	-0.555876970	-0.737049758
-0.267645478	0.407885581	-0.428192854	-0.416408956	-0.217528492	0.015645549	0.761835992	-0.091420829	0.587504029	-1.612406850	1.237658739	-0.732216954	0.005853310	-0.325831115	0.874554694	-1.043576241	-0.547911227	-0.528974354	0.213113219	0.327605784	0.145826414	0.463992506	-0.165839836	-0.788258910	-0.519236028	-0.140825331	0.193173900	-1.333656549	-0.214252770	0.227287039
-1.618835092	-0.407179713	-0.112800568	-0.282786995	0.797672510	-0.042089015	-0.159436613	1.819642305	0.256984293	0.548030317	-0.675222814	-0.560628831	0.276245505	0.151442632	-0.794107676	0.648163199	1.015754580	-2.427257776	0.210344404	0.932670355	-0.563953936	0.124099776	0.146308780	-1.650454044	0.345205545	-1.058568239	0.228484765	0.820624411	-0.580169261	-0.766058803
-0.513729632	0.611467540	-0.448727101	-0.623173118	-0.755021095	-0.214127541	1.082783103	0.096913725	0.893178105	-1.686094761	1.476705194	-0.815296054	0.076378107	-0.718540430	0.904005349	-1.278431177	-0.940943182	-0.688210785	0.433467716	-0.070935279	0.432246506	0.683449507	0.360530138	-0.871726751	-0.609495342	-0.272750825	0.542896986	-1.100190878	0.208734125	0.267939746
-1.249900818	-0.090087891	-0.214114040	-0.315860748	0.300559640	-0.044808388	0.097529627	1.183161497	0.359560728	-0.035103798	-0.304194212	-0.419369400	0.262855291	-0.082001686	-0.448475957	0.148684561	0.537018299	-1.887931466	0.223138422	0.674320340	-0.308065176	0.220048547	0.116294503	-1.335603833	0.128781632	-0.757923424	0.298669100	0.291328967	-0.358661354	-0.548867702
-0.994394064	0.485516876	-0.381002516	-0.618431151	-0.769352794	-0.293602258	0.933050036	0.617645562	0.888843298	-1.208788157	0.992727101	-0.694433689	0.245894253	-0.796461821	0.459038734	-0.906238914	-0.655792475	-1.292214632	0.554210067	-0.003180057	0.352637947	0.671150684	0.654613912	-1.139964819	-0.423592865	-0.507587016	0.723313212	-0.516661644	0.261520296	-0.094168022
-1.116081238	0.121373653	-0.318296134	-0.414103031	0.018466666	-0.100110382	0.360606819	0.940527558	0.488713652	-0.463015616	0.130506024	-0.509143829	0.228847325	-0.263723493	-0.083812222	-0.218133301	0.189092025	-1.655125499	0.319929272	0.520436883	-0.111439459	0.393490821	0.201703250	-1.268870711	-0.149836838	-0.654014647	0.399078131	-0.093065441	-0.195620134	-0.399014056
-1.454537034	-0.304747641	-0.108391821	-0.240458995	0.547408283	0.006636977	-0.093186244	1.485711336	0.260512650	0.268299758	-0.592333555	-0.416988969	0.331803501	0.035379082	-0.693414569	0.503921628	0.822664678	-2.199624777	0.223650306	0.848248720	-0.453532755	0.120490611	0.123178422	-1.466635227	0.325487196	-0.858512640	0.256128788	0.600877345	-0.469640374	-0.750876606
-1.420726538	-0.254732072	-0.117990866	-0.298071027	0.521248281	-0.008486420	-0.047653612	1.477120757	0.291459888	0.299189150	-0.560789168	-0.429900229	0.269493878	0.024023861	-0.669031858	0.439732641	0.786499381	-2.161796808	0.213960201	0.784003496	-0.421376377	0.175630212	0.138270557	-1.437656999	0.275867462	-0.893032610	0.261111379	0.634035051	-0.432230294	-0.676992595
-0.677349508	0.663593769	-0.453871846	-0.697294474	-0.881006420	-0.316561848	1.150842309	0.315453470	0.993719339	-1.584595799	1.483155251	-0.847314179	0.085425705	-0.832141042	0.832152188	-1.309609532	-0.990945876	-0.849053919	0.495573133	-0.158396810	0.478697896	0.753490210	0.554241359	-0.949573994	-0.670869172	-0.382780224	0.673389494	-0.938226938	0.319965124	0.250412226
-0.537760079	0.503521323	-0.424518108	-0.533358276	-0.580804229	-0.142775834	0.928829193	0.117977828	0.784533501	-1.582662344	1.270654202	-0.750825584	0.121501863	-0.607967138	0.788640082	-1.110860348	-0.743895411	-0.775164247	0.385713547	0.093118638	0.318028569	0.575986147	0.248642385	-0.909610510	-0.517230213	-0.268486112	0.462301493	-1.076458693	0.074748218	0.151875168
-0.704763055	0.624194682	-0.442273706	-0.662587047	-0.829237401	-0.300590247	1.096561909	0.334091127	0.960810781	-1.513722897	1.379811645	-0.811563730	0.118345365	-0.798932970	0.752025247	-1.232396483	-0.920177162	-0.895549297	0.479353935	-0.113186866	0.435373366	0.717191875	0.534131229	-0.969010711	-0.609925985	-0.391654313	0.658187032	-0.893882513	0.287585437	0.198167190
